t_coast_s,t_shut_s,phi_nodes_deg,sigma_nodes,phi0_deg,propellant_used_kg,m_final_kg,propellant_remaining_kg,residual_norm
103.63161153115216,650.7384767151723,19.1451 | 13.2067 | 8.3014 | 5.2402,1.0000 | 1.0000 | 1.0000 | 1.0000,23.128398350475432,57984.820025940455,22015.179905760706,4015.179905760706,2.0295325742872327e-07
