t_coast_s,t_shut_s,phi_nodes_deg,phi0_deg,propellant_used_kg,m_final_kg,propellant_remaining_kg,residual_norm
103.63161153115216,650.7384767151723,19.1451 | 13.2067 | 8.3014 | 5.2402,23.128398350475432,57984.82002594047,22015.17990576069,4015.1799057606913,7.392570523393821e-11
