t_s,h_km,V_mps,gamma_deg,m_kg,phase
410.9121569035338,380.0485432265326,3843.703239565889,5.724312213623979,56951.5780235165,stage2
410.9621630556081,380.0677098355973,3844.1786315922527,5.720800812169968,56944.29344008525,stage2
411.0121692076823,380.0868670941209,3844.654115119661,5.717290575969577,56937.008856654,stage2
411.06217535975657,380.10601500347815,3845.12969015717,5.713781504886112,56929.724273222746,stage2
411.11218151183084,380.12515356504264,3845.6053567138406,5.7102735987828686,56922.43968979149,stage2
411.1621876639051,380.1442827801928,3846.0811147987442,5.706766857523129,56915.15510636024,stage2
411.2121938159794,380.16340265030226,3846.5569644209613,5.703261280970153,56907.870522928984,stage2
411.26219996805366,380.1825131767476,3847.0329055895804,5.699756868987185,56900.58593949773,stage2
411.31220612012794,380.2016143609071,3847.508938313697,5.696253621437447,56893.30135606648,stage2
411.3622122722022,380.2207062041564,3847.985062602418,5.692751538184148,56886.01677263522,stage2
411.4122184242765,380.23978870787283,3848.461278464858,5.689250619090481,56878.73218920397,stage2
411.46222457635076,380.25886187343394,3848.937585910138,5.6857508640196155,56871.447605772715,stage2
411.512230728425,380.2779257022161,3849.413984947389,5.682252272834714,56864.16302234147,stage2
411.56223688049926,380.29698019560055,3849.890475585753,5.67875484539891,56856.878438910215,stage2
411.61224303257353,380.3160253549628,3850.367057834377,5.6752585815753225,56849.59385547896,stage2
411.66224918464775,380.33506118168214,3850.8437317024177,5.671763481227066,56842.309272047714,stage2
411.712255336722,380.35408767713886,3851.3204971990417,5.668269544217217,56835.02468861646,stage2
411.7622614887963,380.3731048427103,3851.7973543334224,5.664776770408852,56827.74010518521,stage2
411.8122676408706,380.39211267977487,3852.274303114744,5.661285159665024,56820.45552175395,stage2
411.86227379294485,380.41111118971554,3852.7513435521955,5.657794711848767,56813.1709383227,stage2
411.9122799450191,380.43010037391167,3853.228475654978,5.654305426823102,56805.886354891445,stage2
411.9622860970934,380.44908023374063,3853.7056994323007,5.650817304451036,56798.60177146019,stage2
412.0122922491677,380.46805077058633,3854.1830148933805,5.64733034459555,56791.31718802894,stage2
412.06229840124195,380.4870119858263,3854.660422047443,5.643844547119618,56784.03260459768,stage2
412.1123045533162,380.50596388084534,3855.137920903722,5.640359911886186,56776.74802116643,stage2
412.16231070539044,380.5249064570228,3855.615511471461,5.636876438758202,56769.46343773518,stage2
412.2123168574647,380.54383971574066,3856.093193759913,5.6333941275985735,56762.17885430393,stage2
412.262323009539,380.5627636583811,3856.570967778336,5.629912978270205,56754.894270872675,stage2
412.3123291616132,380.5816782863261,3857.048833536001,5.626432990635995,56747.60968744143,stage2
412.3623353136875,380.6005836009588,3857.5267910421844,5.622954164558799,56740.325104010175,stage2
412.41234146576176,380.6194796036612,3858.0048403061733,5.619476499901476,56733.04052057892,stage2
412.46234761783603,380.6383662958173,3858.4829813372617,5.615999996526866,56725.75593714767,stage2
412.5123537699103,380.657243678811,3858.9612141447537,5.612524654297786,56718.47135371641,stage2
412.5623599219846,380.67611175402624,3859.439538737961,5.609050473077045,56711.18677028516,stage2
412.61236607405885,380.6949705228433,3859.9179551262046,5.605577452727428,56703.902186853906,stage2
412.66237222613313,380.71381998665163,3860.396463318814,5.602105593111712,56696.61760342265,stage2
412.7123783782074,380.7326601468334,3860.875063325128,5.598634894092649,56689.3330199914,stage2
