t_coast_s,k_deg_s,t_shut_s,phi0_deg,h_final_km,v_final_mps,gamma_final_deg,m_final_kg,propellant_remaining_kg,residual_norm
103.63161153115215,-0.0473648544683256,650.7416625045086,23.128398350475432,400.0000007792969,7672.598659660762,4.9858884726343365e-08,22014.71581989823,4014.715819898229,7.830942001433114e-11
