question,n_coast,n_burn,t_coast_s,burn_duration_s,t_shut_s,propellant_used_collocation_kg,propellant_used_reintegration_kg,height_error_m,radial_velocity_error_mps,tangential_velocity_error_mps,residual_norm,phi_nodes_deg,sigma_nodes
4,20,40,4.376407016073191,394.3538100946629,547.7912971107361,57446.93402943145,57446.93464770878,-0.004741922952234745,-0.0007530614029717747,-2.227696040790761e-05,9.819521443299892e-08,7.309782 | 6.986381 | 6.672304 | 6.367482 | 6.071851 | 5.785362 | 5.507979 | 5.239676 | 4.980441 | 4.730276 | 4.489195 | 4.257224 | 4.034405 | 3.820794 | 3.616460 | 3.421487 | 3.235976 | 3.060043 | 2.893822 | 2.737464 | 2.591137 | 2.455031 | 2.329357 | 2.214344 | 2.110249 | 2.017351 | 1.935958 | 1.866405 | 1.809059 | 1.764320 | 1.732627 | 1.714457 | 1.710334 | 1.720830 | 1.746572 | 1.788249 | 1.846619 | 1.922517 | 2.016880 | 2.130700 | 2.265271,0.999976 | 0.999996 | 0.999998 | 0.999999 | 0.999999 | 0.999999 | 0.999999 | 0.999999 | 0.999999 | 0.999999 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 0.999999 | 0.999999 | 0.999999 | 0.999998 | 0.999989
