t1_burn1_s,t2_ignite_s,t_shut_s,h_final_km,v_final_mps,gamma_final_deg,gamma_rel_final_deg,m_final_kg,h_target_km,v_circular_mps
149.06108,209.06108,634.66969,433.5267958524146,8521.179332446762,-0.6860109552286339,-0.7284265844067326,18000.00000000002,400.0,7672.598648385013
