t_s,h_km,V_inertial_mps,gamma_inertial_deg,gamma_rel_deg,m_kg,T_N,phase
331.0135470805921,353.38593881875556,3586.301871116129,14.34303208006164,16.578910513985374,62234.72744360905,600000.0,stage2
331.06354809210524,353.4303550632307,3586.6747853669867,14.337690405285965,16.57251196086964,62227.443609022586,600000.0,stage2
331.1135491036184,353.4747597280145,3587.04779730104,14.332349546869095,16.566114481780534,62220.15977443612,600000.0,stage2
331.16355011513156,353.51915281303786,3587.420906924909,14.327009504957052,16.559718076923136,62212.875939849655,600000.0,stage2
331.21355112664475,353.5635343182301,3587.794114245219,14.321670279695706,16.55332274650229,62205.59210526318,600000.0,stage2
331.2635521381579,353.60790424352416,3588.1674192685978,14.316331871230897,16.546928490722696,62198.308270676716,600000.0,stage2
331.31355314967107,353.6522625888493,3588.5408220016775,14.310994279708297,16.54053530978883,62191.02443609025,600000.0,stage2
331.3635541611842,353.6966093541365,3588.914322451093,14.305657505273542,16.534143203904993,62183.740601503785,600000.0,stage2
331.41355517269733,353.7409445393188,3589.287920623482,14.300321548072144,16.527752173275307,62176.45676691733,600000.0,stage2
331.4635561842105,353.78526814432723,3589.661616525488,14.294986408249514,16.52136221810366,62169.172932330854,600000.0,stage2
331.5135571957237,353.8295801690929,3590.0354101637563,14.289652085950987,16.5149733385938,62161.88909774438,600000.0,stage2
331.56355820723684,353.8738806135496,3590.409301544935,14.284318581321793,16.50858553494927,62154.60526315792,600000.0,stage2
331.61355921874997,353.9181694776267,3590.7832906756757,14.278985894507056,16.50219880737341,62147.32142857146,600000.0,stage2
331.66356023026316,353.9624467612598,3591.157377562636,14.273654025651826,16.49581315606938,62140.037593984984,600000.0,stage2
331.7135612417763,354.0067124643773,3591.531562212474,14.26832297490104,16.489428581240155,62132.753759398525,600000.0,stage2
331.7635622532895,354.05096658691576,3591.9058446318536,14.262992742399543,16.483045083088502,62125.46992481205,600000.0,stage2
331.8135632648026,354.09520912880635,3592.2802248274406,14.257663328292091,16.47666266181703,62118.186090225594,600000.0,stage2
331.8635642763158,354.13944008998294,3592.6547028059044,14.25233473272334,16.47028131762812,62110.90225563912,600000.0,stage2
331.91356528782893,354.18365947037654,3593.029278573919,14.247006955837849,16.463901050724,62103.618421052655,600000.0,stage2
331.9635662993421,354.22786726992297,3593.40395213816,14.241679997780082,16.45752186130668,62096.33458646618,600000.0,stage2
332.01356731085525,354.2720634885542,3593.778723505308,14.236353858694416,16.451143749578,62089.050751879724,600000.0,stage2
332.0635683223684,354.31624812620504,3594.1535926820466,14.231028538725115,16.444766715739604,62081.766917293266,600000.0,stage2
332.11356933388157,354.36042118280847,3594.5285596750646,14.22570403801636,16.438390759992938,62074.48308270679,600000.0,stage2
332.16357034539476,354.40458265830017,3594.9036244910512,14.220380356712239,16.43201588253927,62067.19924812032,600000.0,stage2
332.2135713569079,354.44873255261314,3595.2787871366995,14.21505749495675,16.425642083579685,62059.91541353386,600000.0,stage2
332.263572368421,354.4928708656812,3595.6540476187092,14.20973545289377,16.419269363315067,62052.631578947396,600000.0,stage2
332.3135733799342,354.5369975974411,3596.029405943781,14.204414230667096,16.412897721946102,62045.34774436093,600000.0,stage2
332.36357439144734,354.58111274782476,3596.40486211862,14.199093828420443,16.406527159673313,62038.063909774464,600000.0,stage2
332.41357540296053,354.6252163167698,3596.7804161499334,14.193774246297407,16.400157676697013,62030.78007518799,600000.0,stage2
332.46357641447366,354.6693083042102,3597.1560680444327,14.18845548444152,16.393789273217337,62023.496240601526,600000.0,stage2
332.51357742598685,354.7133887100816,3597.5318178088355,14.183137542996166,16.38742194943422,62016.21240601506,600000.0,stage2
332.5635784375,354.7574575343197,3597.9076654498585,14.177820422104702,16.381055705547432,62008.928571428594,600000.0,stage2
332.6135794490132,354.80151477686036,3598.2836109742243,14.172504121910324,16.374690541756518,62001.64473684212,600000.0,stage2
332.6635804605263,354.8455604376383,3598.659654388659,14.167188642556187,16.368326458260874,61994.36090225566,600000.0,stage2
332.71358147203944,354.88959451659025,3599.035795699892,14.16187398418532,16.361963455259676,61987.077067669205,600000.0,stage2
332.7635824835526,354.9336170136528,3599.4120349146565,14.156560146940656,16.355601532951933,61979.79323308273,600000.0,stage2
332.8135834950658,354.97762792876364,3599.788372039689,14.151247130965048,16.349240691536433,61972.50939849626,600000.0,stage2
332.86358450657895,355.02162726185566,3600.164807081728,14.14593493640126,16.34288093121184,61965.2255639098,600000.0,stage2
332.9135855180921,355.0656150128692,3600.5413400475195,14.140623563391927,16.336522252176557,61957.941729323335,600000.0,stage2
332.96358652960527,355.10959118174014,3600.9179709438095,14.135313012079619,16.330164654628835,61950.65789473687,600000.0,stage2
333.0135875411184,355.1535557684051,3601.294699777348,14.130003282606811,16.323808138766744,61943.3740601504,600000.0,stage2
333.0635885526316,355.1975087728007,3601.671526554891,14.124694375115858,16.317452704788142,61936.09022556394,600000.0,stage2
333.1135895641447,355.24145019486735,3602.048451283193,14.119386289749059,16.311098352890728,61928.80639097747,600000.0,stage2
333.16359057565785,355.28538003453986,3602.425473969018,14.114079026648579,16.30474508327197,61921.522556391006,600000.0,stage2
